535;611;214;191;199
536;611;208;178;190
537;611;193;159;173
538;611;187;146;164
539;611;183;138;158
540;611;178;126;148
541;611;180;125;148
542;611;183;125;149
543;611;172;112;137
544;611;171;107;134
545;611;172;106;134
546;611;173;107;135
547;611;173;107;135
548;611;170;104;132
549;611;168;102;130
550;611;166;100;128
551;611;165;99;127
552;611;164;97;128
553;611;162;95;126
554;611;167;98;129
555;611;169;100;131
556;611;166;97;128
557;611;165;96;127
558;611;167;98;129
559;611;165;96;127
560;611;167;97;133
561;611;168;98;134
562;611;169;99;135
563;611;168;98;134
564;611;167;97;133
565;611;165;95;131
566;611;166;94;131
567;611;167;95;132
568;611;166;94;131
569;611;167;95;132
570;611;170;98;135
571;611;172;100;137
572;611;173;99;136
573;611;170;96;133
574;611;168;94;131
575;611;169;95;132
576;611;168;94;131
577;611;166;92;129
578;611;165;91;128
579;611;164;90;127
580;611;162;90;127
581;611;162;90;127
582;611;161;89;126
583;611;160;88;125
584;611;159;89;125
585;611;155;85;121
586;611;153;83;119
587;611;156;86;122
588;611;154;86;123
589;611;152;84;121
590;611;151;83;120
591;611;152;84;121
592;611;149;83;119
593;611;148;82;118
594;611;145;79;115
595;611;142;78;113
596;611;140;79;113
597;611;140;79;113
598;611;139;79;113
599;611;137;80;113
600;611;136;79;114
601;611;135;78;113
602;611;133;77;112
603;611;133;77;112
604;611;134;78;113
605;611;133;77;112
606;611;132;76;111
607;611;130;76;110
608;611;129;77;113
609;611;125;75;110
610;611;123;73;108
611;611;121;74;108
612;611;118;72;108
613;611;115;71;106
614;611;117;73;108
615;611;121;77;112
616;611;120;76;111
617;611;118;74;109
618;611;116;72;108
619;611;113;71;107
620;611;112;72;107
621;611;110;73;107
622;611;110;73;107
623;611;108;73;106
624;611;107;72;105
625;611;106;71;104
626;611;106;71;104
627;611;104;70;103
628;611;103;69;102
629;611;101;70;102
630;611;102;71;103
631;611;103;74;105
632;611;101;71;105
633;611;98;71;104
634;611;99;72;107
635;611;99;73;108
636;611;97;73;109
637;611;94;72;108
638;611;93;71;109
639;611;92;71;110
640;611;90;72;110
641;611;90;74;113
642;611;91;75;114
643;611;92;77;116
644;611;91;79;117
645;611;90;79;119
646;611;88;77;117
647;611;85;77;116
648;611;83;76;117
649;611;82;77;117
650;611;83;78;118
651;611;83;81;121
652;611;82;80;120
653;611;81;79;119
654;611;82;79;122
655;611;84;81;124
656;611;82;81;123
657;611;83;82;124
658;611;81;84;125
659;611;80;85;125
660;611;77;86;127
661;611;76;88;128
662;611;77;91;130
663;611;77;92;133
664;611;77;95;135
665;611;76;95;135
666;611;74;96;135
667;611;71;97;134
668;611;69;97;136
669;611;67;99;137
670;611;68;100;138
671;611;68;104;140
672;611;66;106;141
673;611;65;108;142
674;611;67;110;144
675;611;69;112;146
676;611;70;114;149
677;611;71;117;151
678;611;72;118;152
679;611;70;119;152
680;611;69;119;154
681;611;68;121;155
682;611;69;122;156
683;611;68;122;156
684;611;67;123;156
685;611;68;124;157
686;611;68;124;159
687;611;67;126;160
688;611;66;126;160
689;611;67;127;161
690;611;66;126;160
691;611;67;127;161
692;611;69;129;165
693;611;69;129;165
694;611;66;129;164
695;611;68;131;166
696;611;69;132;167
697;611;67;130;165
698;611;66;130;165
699;611;67;131;166
700;611;70;135;167
701;611;70;135;167
702;611;71;136;168
703;611;71;136;168
704;611;73;137;172
705;611;72;136;171
706;611;71;135;170
707;611;71;135;170
708;611;71;137;171
709;611;72;138;172
710;611;74;140;174
711;611;76;142;176
712;611;76;142;176
713;611;76;142;176
714;611;74;143;176
715;611;75;144;177
716;611;74;143;176
717;611;74;143;176
718;611;76;145;178
719;611;78;147;180
720;611;77;146;179
721;611;76;145;178
722;611;78;147;178
723;611;80;149;180
724;611;80;149;180
725;611;80;149;180
726;611;82;151;180
727;611;85;154;183
728;611;86;156;182
729;611;86;156;182
730;611;93;160;187
731;611;99;166;192
732;611;101;168;194
733;611;104;172;195
734;611;109;175;199
735;611;112;178;202
736;611;114;182;205
737;611;112;180;203
738;611;108;176;199
739;611;106;174;197
740;611;108;174;196
741;611;109;175;197
742;611;110;177;196
743;611;109;176;195
744;611;112;177;197
745;611;113;176;194
746;611;117;178;197
747;611;121;182;200
748;611;124;183;201
749;611;124;183;199
750;611;125;182;199
751;611;125;181;196
752;611;134;187;201
753;611;135;185;196
754;611;135;183;195
755;611;141;188;198
756;611;152;195;202
757;611;157;198;204
758;611;158;195;203
759;611;160;195;201
760;611;165;195;203
761;611;166;195;201
762;611;171;196;201
763;611;178;199;204
764;611;184;202;206
765;611;191;205;208
766;611;198;208;210
767;611;205;210;213
768;611;208;209;211
769;611;210;210;210
770;611;207;207;209
771;611;206;206;206
772;611;207;207;207
773;611;205;205;203
774;611;202;204;203
775;611;202;204;203
776;611;203;207;206
777;611;207;213;211
778;611;202;211;210
779;611;200;210;211
780;611;188;199;201
781;611;185;196;198
782;611;178;192;195
783;611;184;195;197
784;611;198;204;204
785;611;207;211;210
786;611;211;213;212
787;611;218;220;217
788;611;215;216;211
